Drive Path,Folder,Filename,Extension,Size,Dimensions,Classification,Media ID,Notes
H:\My Drive\,,"IMG_0737.JPG",.jpg,220526,480x640,Already Imported,outdoor-living-001-4,Byte-for-byte identical to photo-intake/Outdoor Living/IMG_0737.JPG
H:\My Drive\,,"IMG_0841.JPG",.jpg,167472,480x640,Already Imported,outdoor-living-001-6,Byte-for-byte identical to photo-intake/Outdoor Living/IMG_0841.JPG
H:\My Drive\,,"IMG_0805.JPG",.jpg,196839,480x640,Already Imported,outdoor-living-001-5,Byte-for-byte identical to photo-intake/Outdoor Living/IMG_0805.JPG
H:\My Drive\,,"IMG_0535.JPG",.jpg,238435,480x640,Already Imported,outdoor-living-001-hero,Byte-for-byte identical to photo-intake/Outdoor Living/IMG_0535.JPG
H:\My Drive\,,"IMG_0555.JPG",.jpg,223975,480x640,Already Imported,outdoor-living-001-2,Byte-for-byte identical to photo-intake/Outdoor Living/IMG_0555.JPG
H:\My Drive\,,"IMG_0559.JPG",.jpg,181898,640x480,Already Imported,outdoor-living-001-3,Byte-for-byte identical to photo-intake/Outdoor Living/IMG_0559.JPG
H:\My Drive\,,"IMG_0544.JPG",.jpg,114723,480x640,Already Imported,repairs-001-img0544,Byte-for-byte identical to photo-intake/Repairs/IMG_0544.JPG
H:\My Drive\,,"IMG_0546.JPG",.jpg,224160,480x640,Already Imported,repairs-001-img0546,Byte-for-byte identical to photo-intake/Repairs/IMG_0546.JPG
H:\My Drive\,,"HOMESERVICEPROJECTPERGOLAS.jpg",.jpg,2081361,4367x3275,Already Imported,pergolas-001-hero,Recovered in previous session. In photo-intake/Pergolas/
G:\My Drive\PICTURES\,,"Gemini_Generated_Image_ganif9ganif9gani.png",.png,2322096,,Non-Portfolio,,AI-generated image (Gemini). Not carpentry.
G:\My Drive\PICTURES\,,"Gemini_Generated_Image_6rpygj6rpygj6rpy.png",.png,2223822,,Non-Portfolio,,AI-generated image (Gemini). Not carpentry.
G:\My Drive\PICTURES\,,"Gemini_Generated_Image_1wgos1wgos1wgos1.png",.png,2524597,,Non-Portfolio,,AI-generated image (Gemini). Not carpentry.
G:\My Drive\PICTURES\,,"852d2367-cfa9-4838-96f8-418afc7e04a5.png",.png,3254121,,Non-Portfolio,,UUID-named image. Not carpentry.
G:\My Drive\PICTURES\,,"Gemini_Generated_Image_jgspdkjgspdkjgsp.png",.png,2774595,,Non-Portfolio,,AI-generated image (Gemini). Not carpentry.
G:\My Drive\PICTURES\,,"ChatGPT Image Jun 22, 2026, 02_02_16 PM.png",.png,3287853,,Non-Portfolio,,AI-generated image (ChatGPT). Not carpentry.
G:\My Drive\PICTURES\,,"Gemini_Generated_Image_y6ppsay6ppsay6pp.png",.png,2854749,,Non-Portfolio,,AI-generated image (Gemini). Not carpentry.
G:\My Drive\PICTURES\,,"ChatGPT Image Jun 22, 2026, 02_10_46 PM.png",.png,3498275,,Non-Portfolio,,AI-generated image (ChatGPT). Not carpentry.
G:\My Drive\PICTURES\,,"Gemini_Generated_Image_y6ppsay6ppsay6pp (1).png",.png,2854749,,Non-Portfolio,,Duplicate of above. Not carpentry.
G:\My Drive\happy-place-platform\website\photo-intake\Outdoor Living\,,"IMG_0805.JPG",.jpg,196839,Already Imported,outdoor-living-001-5,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Outdoor Living\,,"IMG_0535.JPG",.jpg,238435,Already Imported,outdoor-living-001-hero,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Outdoor Living\,,"IMG_0555.JPG",.jpg,223975,Already Imported,outdoor-living-001-2,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Outdoor Living\,,"IMG_0559.JPG",.jpg,181898,Already Imported,outdoor-living-001-3,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Outdoor Living\,,"IMG_0841.JPG",.jpg,167472,Already Imported,outdoor-living-001-6,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Outdoor Living\,,"IMG_0737.JPG",.jpg,220526,Already Imported,outdoor-living-001-4,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Built-Ins\,,"FINISHEDCARPENTRY.png",.png,2563271,Already Imported,builtins-001-hero,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Built-Ins\,,"FINISHEDCARPENTRY0.png",.png,170191,Already Imported,builtins-001-secondary,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Fences\,,"FENCE BUILD.jpg",.jpg,679283,Already Imported,fences-001-hero,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Fences\,,"FENCEREBUILDMATCHINGSTAIN.png",.png,2014324,Already Imported,fences-001-matching,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Repairs\,,"DRYWALL.png",.png,2817979,Already Imported,repairs-001-drywall,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Repairs\,,"FLOOR.png",.png,1546375,Already Imported,repairs-001-floor,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Repairs\,,"TRIMREPAIR.png",.png,3272275,Already Imported,repairs-001-hero,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Repairs\,,"IMG_0544.JPG",.jpg,114723,Already Imported,repairs-001-img0544,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Repairs\,,"IMG_0546.JPG",.jpg,224160,Already Imported,repairs-001-img0546,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Repairs\,,"FLOOR0.jpg",.jpg,376870,Already Imported,repairs-001-floor0,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Repairs\,,"GUTTERCLEANING.jpg",.jpg,163066,Already Imported,repairs-001-gutter,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Bathroom Remodeling\,,"BATHROOM_WALL.png",.png,1656260,Already Imported,bathroom-remodeling-001-hero,Repo sync copy
G:\My Drive\happy-place-platform\website\photo-intake\Repairs\,,"IMG_0544.JPG",.jpg,114723,Already Imported,repairs-001-img0544,Repo sync copy (duplicate path in _archive)
G:\My Drive\happy-place-platform\website\photo-intake\Repairs\,,"IMG_0546.JPG",.jpg,224160,Already Imported,repairs-001-img0546,Repo sync copy (duplicate path in _archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\outdoor-living\,,"IMG_0555.JPG",.jpg,223975,Already Imported,outdoor-living-001-2,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\outdoor-living\,,"IMG_0535.JPG",.jpg,238435,Already Imported,outdoor-living-001-hero,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\outdoor-living\,,"IMG_0559.JPG",.jpg,181898,Already Imported,outdoor-living-001-3,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\outdoor-living\,,"IMG_0737.JPG",.jpg,220526,Already Imported,outdoor-living-001-4,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\outdoor-living\,,"IMG_0841.JPG",.jpg,167472,Already Imported,outdoor-living-001-6,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\outdoor-living\,,"IMG_0805.JPG",.jpg,196839,Already Imported,outdoor-living-001-5,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\built-ins\,,"FINISHEDCARPENTRY0.png",.png,170191,Already Imported,builtins-001-secondary,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\built-ins\,,"FINISHEDCARPENTRY.png",.png,2563271,Already Imported,builtins-001-hero,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\fences\,,"FENCE BUILD.jpg",.jpg,679283,Already Imported,fences-001-hero,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\fences\,,"FENCEREBUILDMATCHINGSTAIN.png",.png,2014324,Already Imported,fences-001-matching,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\repairs\,,"TRIMREPAIR.png",.png,3272275,Already Imported,repairs-001-hero,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\repairs\,,"DRYWALL.png",.png,2817979,Already Imported,repairs-001-drywall,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\repairs\,,"FLOOR.png",.png,1546375,Already Imported,repairs-001-floor,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\repairs\,,"FLOOR0.jpg",.jpg,376870,Already Imported,repairs-001-floor0,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\repairs\,,"GUTTERCLEANING.jpg",.jpg,163066,Already Imported,repairs-001-gutter,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\repairs\,,"IMG_0544.JPG",.jpg,114723,Already Imported,repairs-001-img0544,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\repairs\,,"IMG_0546.JPG",.jpg,224160,Already Imported,repairs-001-img0546,Repo sync copy (archive)
G:\My Drive\happy-place-platform\website\photo-intake\_archive\bathroom-remodeling\,,"BATHROOM_WALL.png",.png,1656260,Already Imported,bathroom-remodeling-001-hero,Repo sync copy (archive)
G:\My Drive\happy-place-platform\Photo Intake\Outdoor Living\,,"IMG_0805.JPG",.jpg,196839,Already Imported,outdoor-living-001-5,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Outdoor Living\,,"IMG_0535.JPG",.jpg,238435,Already Imported,outdoor-living-001-hero,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Outdoor Living\,,"IMG_0555.JPG",.jpg,223975,Already Imported,outdoor-living-001-2,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Outdoor Living\,,"IMG_0559.JPG",.jpg,181898,Already Imported,outdoor-living-001-3,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Outdoor Living\,,"IMG_0841.JPG",.jpg,167472,Already Imported,outdoor-living-001-6,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Outdoor Living\,,"IMG_0737.JPG",.jpg,220526,Already Imported,outdoor-living-001-4,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Built-Ins\,,"FINISHEDCARPENTRY.png",.png,2563271,Already Imported,builtins-001-hero,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Built-Ins\,,"FINISHEDCARPENTRY0.png",.png,170191,Already Imported,builtins-001-secondary,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Fences\,,"FENCE BUILD.jpg",.jpg,679283,Already Imported,fences-001-hero,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Fences\,,"FENCEREBUILDMATCHINGSTAIN.png",.png,2014324,Already Imported,fences-001-matching,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Repairs\,,"DRYWALL.png",.png,2817979,Already Imported,repairs-001-drywall,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Repairs\,,"FLOOR.png",.png,1546375,Already Imported,repairs-001-floor,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Repairs\,,"TRIMREPAIR.png",.png,3272275,Already Imported,repairs-001-hero,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Repairs\,,"IMG_0544.JPG",.jpg,114723,Already Imported,repairs-001-img0544,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Repairs\,,"IMG_0546.JPG",.jpg,224160,Already Imported,repairs-001-img0546,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Repairs\,,"FLOOR0.jpg",.jpg,376870,Already Imported,repairs-001-floor0,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Repairs\,,"GUTTERCLEANING.jpg",.jpg,163066,Already Imported,repairs-001-gutter,Alternate-case repo sync copy
G:\My Drive\happy-place-platform\Photo Intake\Bathroom Remodeling\,,"BATHROOM_WALL.png",.png,1656260,Already Imported,bathroom-remodeling-001-hero,Alternate-case repo sync copy
